2,0,12,0.008
2,0,13,0.008
2,0,14,0.008
2,0,15,0.134
2,0,16,0.134
2,0,17,0.134
2,0,18,0.134
2,0,19,0.134
2,0,20,0.313
2,0,21,0.313
2,0,22,0.313
2,0,23,0.313
2,0,24,0.313
2,0,25,0.291
2,0,26,0.291
2,0,27,0.291
2,0,28,0.291
2,0,29,0.291
2,0,30,0.232
2,0,31,0.232
2,0,32,0.232
2,0,33,0.232
2,0,34,0.232
2,0,35,0.172
2,0,36,0.172
2,0,37,0.172
2,0,38,0.172
2,0,39,0.172
2,0,40,0.074
2,0,41,0.074
2,0,42,0.074
2,0,43,0.074
2,0,44,0.074
2,0,45,0.023
2,0,46,0.023
2,0,47,0.023
2,0,48,0.023
2,0,49,0.023
2,0,50,0.006
2,0,51,0.006
2,0,52,0.006
2,0,53,0.006
2,0,54,0.006
2,0,55,0.006
2,0,56,0.006
2,0,57,0.006
2,0,58,0.006
2,0,59,0.006
2,1,12,0.008
2,1,13,0.008
2,1,14,0.008
2,1,15,0.134
2,1,16,0.134
2,1,17,0.134
2,1,18,0.134
2,1,19,0.134
2,1,20,0.313
2,1,21,0.313
2,1,22,0.313
2,1,23,0.313
2,1,24,0.313
2,1,25,0.291
2,1,26,0.291
2,1,27,0.291
2,1,28,0.291
2,1,29,0.291
2,1,30,0.232
2,1,31,0.232
2,1,32,0.232
2,1,33,0.232
2,1,34,0.232
2,1,35,0.172
2,1,36,0.172
2,1,37,0.172
2,1,38,0.172
2,1,39,0.172
2,1,40,0.074
2,1,41,0.074
2,1,42,0.074
2,1,43,0.074
2,1,44,0.074
2,1,45,0.023
2,1,46,0.023
2,1,47,0.023
2,1,48,0.023
2,1,49,0.023
2,1,50,0.006
2,1,51,0.006
2,1,52,0.006
2,1,53,0.006
2,1,54,0.006
2,1,55,0.006
2,1,56,0.006
2,1,57,0.006
2,1,58,0.006
2,1,59,0.006
